city,year,n_obs,population,alpha,beta,kappa,delta,psi_at_center,p_at_center,psi_at_mean,p_at_mean,zero_ratio_obs,zero_ratio_pred,mean_nonzero_count,remoteness_mean,remoteness_std,remoteness_range,logLik,AIC,BIC,pseudo_R2,MSE,RMSE,MAE,fit_time_sec,n_iterations,convergence,fit_message
Alexandria,2016,15999999,4886344,1.172191901763006,0.1736581281758607,0.1605493266694975,-0.072282421,0.7635409837258541,0.540051338041431,0.907909813725019,0.4245690110120488,0.9024156189009762,0.9024157546626022,4.000972235565376,6.427483568192589,2.41608784003043,11.891494341809368,-8862788.341,17725584.681530084,17725643.033926956,-0.732406618,1.8878000132192696,1.3739723480548178,0.6873511352256009,134.77664637565613,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Nairobi,2016,15988002,4065018,-0.016718451,0.2044946027384948,-0.313466312,-0.096544329,0.4958204845327029,0.4222688776627881,0.8224428694670691,0.260167056513195,0.8185302328583647,0.8185108915232253,2.7589971389072425,7.578219825078368,2.8210961635776304,14.000247658785591,-13151867.65,26303743.29762168,26303801.647018176,-0.736872399,1.7117990795686258,1.3083573974906957,0.756727094057762,142.18285655975342,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Dar es Salaam,2016,15992001,5409174,0.1063001271711252,0.185287673514813,-0.273214906,-0.168097318,0.5265500358421602,0.4321180110771139,0.7891072118312863,0.201989554549416,0.8061023132752431,0.8061009012194706,2.396766072886715,6.547937880664732,2.437609061054252,12.09758649929018,-12669436.62,25338881.247292444,25338939.59768932,-0.610806635,1.2995537502435666,1.139979714838631,0.6961414123589938,132.83837175369263,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kisumu,2016,15992001,315809,1.7760100783438788,0.0223636141865671,-1.165705118,-0.038468668,0.8552034918792307,0.2376321815721188,0.915614269085102,0.0986891842621465,0.945526141475354,0.9454785015645828,1.62583768966396,27.195370418623952,10.123848132632691,50.24869490304151,-4294665.46,8589338.920332216,8589397.270729087,-0.269844492,0.2060306464963151,0.4539059886103235,0.1627256817315682,149.96763443946838,11,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Accra,2016,15992001,2338452,0.0403459112939275,0.1132034400516878,-0.275108009,-0.062601549,0.5100851098217022,0.4316535185505853,0.7629745386354857,0.2891972957692821,0.7657434488654672,0.7657434264471303,2.8887097458752544,9.970643838777423,3.711741989066427,18.424210182837893,-15832417.86,31664843.72396968,31664902.074366547,-0.818659234,2.182617959687821,1.4773685930355434,0.9892716479919896,126.66708159446716,8,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kano,2016,15992001,3660579,-1.507187287,0.5292221428742984,-0.280034798,-0.145667538,0.1813560112778092,0.4304452448641929,0.9354821940526198,0.1929533389661811,0.8775555354204893,0.8775753162831774,2.7671694247374536,7.900856394415867,2.941781445338255,14.597817351292562,-8038480.303,16076968.60523584,16077026.955632713,-0.352072472,0.9296903451265448,0.964204514160012,0.4306654376942154,172.81648015975952,13,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Algiers,2016,15996000,2625638,0.4270122869408614,0.1785194883231654,-0.684499387,0.0094124863569452,0.605160004925517,0.3352578270980107,0.8753440052309267,0.3533721749676882,0.8646322205551388,0.8646332035422225,3.21644931080203,8.5259418098289,3.235336504733609,15.791857876015346,-10679345.93,21358699.85350767,21358758.204904668,-0.683948158,1.685402642816625,1.298230581528807,0.7237978524090867,153.26266598701477,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kampala,2016,15992001,2706790,-1.496503207,0.332154746572188,-0.499471369,-0.095094864,0.1829476373420218,0.3776649070757663,0.8304668285787012,0.2005558493018982,0.8000515382659118,0.8000720289840362,2.4777975566491617,9.28917203908525,3.458021222230212,17.16342420601339,-12082091.83,24164191.668768726,24164250.0191656,-0.510017359,1.2227958829292218,1.1058010141653976,0.625342366759504,149.5949957370758,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Addis Ababa,2016,15992001,4039927,-1.003944658,0.402004488971881,-0.296971074,-0.10173874,0.2681665618727246,0.4262980958707471,0.8843048584086974,0.2562083012795013,0.8447418806439544,0.8447406615944097,2.915974461997481,7.556601890354655,2.81322502780987,13.964223450587356,-10790027.47,21580062.943284538,21580121.29368141,-0.562842203,1.4343352833745715,1.197637375575166,0.6280678206412382,166.11780762672424,12,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Cape Town,2016,15999999,4207519,0.7788358543305718,0.1374601079871109,-0.46337126,-0.018741959,0.6854291596754363,0.3861863727405654,0.8479441218340423,0.3562910824125636,0.8452153028259565,0.8452122778429578,3.2977280940661524,6.836389307296694,2.5801626966928426,12.65465044722365,-12219528.34,24439064.67669198,24439123.02908885,-0.77230399,2.032071359658181,1.425507404280378,0.8486992403865562,155.02583193778992,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Ibadan,2016,15992001,3230579,-1.943870925,0.4259961035804359,-0.212006986,-0.133214794,0.1252232107308071,0.4471958875850851,0.8406825293679627,0.2075062255719959,0.7926258258738228,0.7927008603520167,2.718687355412372,8.467650547782592,3.152287214491879,15.64732280410148,-12178911.26,24357830.529106505,24357888.879503377,-0.491923869,1.399671027518942,1.1830769322064147,0.669109882216966,176.62544918060303,14,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Dakar,2016,15996000,2829709,1.135014989378335,0.1609531644649566,0.0545834914807886,-0.071060167,0.7567632097650833,0.5136424858847763,0.929155262057945,0.3587881759962697,0.921935296324081,0.9219356935917816,3.5505128038804443,8.939061095406279,3.329183088936736,16.517329879703393,-6947466.959,13894941.91777908,13895000.269176075,-0.585029948,1.2084906913822933,1.099313736556718,0.4957832167340469,139.0234658718109,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kumasi,2016,15992001,2757821,-1.391856502,0.3644673848897691,-0.59710696,-0.069340031,0.1991115423471553,0.3550058544044698,0.8755403317052801,0.225646356435392,0.8319306633360015,0.8318748493724057,2.582200080736225,9.171509286764174,3.4142844453694634,16.947869514874586,-10582636.75,21165281.50022528,21165339.85062215,-0.461414753,1.147568839307148,1.071246395236478,0.5777538414987715,166.98415637016296,12,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Maputo,2016,15996000,1100459,0.668137456491132,0.0813518034039618,-0.613588368,-0.079310842,0.6610859791818428,0.3512410779452581,0.8574918952962686,0.1529300499710565,0.879364591147787,0.8794112598685112,2.025202572027337,13.84696282829563,5.178230219280036,25.599447766263747,-8507491.485,17014990.969513405,17015049.3209104,-0.444505541,0.6590150783761287,0.811797436788346,0.4088210210285831,152.19091796875,11,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Ouagadougou,2016,15992000,2305593,-1.306635011,0.4310638956933563,-0.655080695,-0.140470172,0.2130504732677398,0.3418455293389604,0.9517472663944576,0.1137937434339527,0.9082616308154076,0.9082597172097148,2.162882051421872,9.948599490618044,3.7043626359106754,18.380735540913992,-5710713.051,11421434.10274718,11421492.4531438,-0.164926101,0.4766680169482106,0.690411483789349,0.2724054932168682,176.06880497932434,14,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Harare,2016,15996000,1504803,-0.118997188,0.1823622814106345,-0.817682592,-0.039856725,0.4702857582285014,0.3062558026211782,0.8908167355901606,0.2137499933466431,0.8775548262065517,0.8775370787189742,2.353794712945202,12.163195691808813,4.532378699763984,22.47678017458246,-8868997.173,17738002.346596565,17738060.69799356,-0.491386874,0.8790154736681274,0.9375582508133176,0.4599002139748111,171.767094373703,13,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Antananarivo,2023,15992001,3872264,-0.602130066,0.4470179363965897,-0.602388969,-0.161591094,0.3538565195200467,0.353797325757293,0.941402599420538,0.1389803834142229,0.9131738423478089,0.913165851448045,2.264145236236464,7.55855715049372,2.817267375296236,13.967682590030638,-5973899.492,11947806.98327039,11947865.333667262,-0.265721023,0.5039369023083632,0.7098851331788567,0.2851171128221104,169.3932478427887,13,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Abidjan,2023,15992001,5686350,-0.8381124,0.4044484711530431,0.1270794191458326,-0.113732256,0.3019324831899474,0.5317271689638596,0.851752258386168,0.3542843166664796,0.8170291510111837,0.8170364066176744,3.6746024531197135,6.395186256374885,2.380713629577844,11.815566807085276,-13762125.35,27524258.7079025,27524317.05829937,-0.808404975,2.6723516983901625,1.6347329134724615,0.9537721663318396,161.1855947971344,11,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Yaounde,2023,15992001,4509287,-1.821319396,0.6012573182706185,-0.247190099,-0.194848528,0.1392756312569768,0.4385152318184624,0.9242147504337092,0.161388821727454,0.8630566618899036,0.863087244613925,2.6341243234012084,7.188869134447613,2.676160417898936,13.283438251391798,-8405498.666,16811005.331016175,16811063.681413047,-0.316070091,0.8801591235618311,0.9381679612744356,0.4309221752778688,155.01761627197266,11,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Lusaka,2023,15996000,3181250,-1.601628856,0.4277969342492175,-0.489190049,-0.10023037,0.1677540828317125,0.3800843900767965,0.88067557209019,0.2087031904674942,0.8315313203300825,0.8315147318402136,2.583158832206173,8.416311123525432,3.1348066074035743,15.552998571480096,-10511472.26,21022952.52514098,21023010.87653797,-0.449182088,1.149938137350695,1.072351685479486,0.5572428538655706,172.9754273891449,13,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Hanoi,2023,15999999,5253385,-0.022121145,0.147251968022868,-0.008873825,-0.044523866,0.4944699392650866,0.4977815582450078,0.7176888379237912,0.4261254282240639,0.714133232133327,0.7141319581860773,3.924340405101328,6.486482899331181,2.4495209880520377,12.569194415861212,-20749696.68,41499401.36787538,41499459.72027225,-1.167172591,4.508354273188789,2.1232885515607127,1.5684315915905556,152.56154775619507,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Monterrey,2023,15996000,5116647,-1.121528834,0.3374402493623627,-0.075575016,-0.031392962,0.245727810600496,0.4811152336916273,0.7410966727679411,0.4310044833386942,0.717417854463616,0.7174132994061934,3.9934838935760135,6.440266624269759,2.4167874162829865,12.261338213191404,-19802175.16,39604358.31902015,39604416.67041714,-1.079268179,4.280677127785824,2.068979731120105,1.464318032296783,144.1030077934265,8,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Buenos Aires,2023,15996000,15490415,-0.062151733,0.1145280533319205,0.2374601017243056,-0.170383498,0.4844670666058743,0.5590876366554545,0.5852685190346634,0.4091631287016515,0.5892109902475618,0.5892191325046648,3.776671550260152,3.550145075229106,1.34142479744787,6.572508625482877,-25738949.59,51477907.1833242,51477965.53472119,-1.376282732,5.199518793606788,2.280245336275636,1.8663858616018056,148.62438797950745,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Medan,2023,15992001,2439054,-1.905920909,0.3401922279939884,0.4572683360638783,-0.099497111,0.1294398107829009,0.6123659498091423,0.8056243702221594,0.3737861238038997,0.7528835197046323,0.7528763602715727,4.051290940252088,9.78195768092614,3.646772407775437,18.43988667719905,-16951808.5,33903625.00732518,33903683.35772205,-0.895783544,3.318124603934128,1.821572014479287,1.1565652779709354,145.1539077758789,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Cairo,2023,15999999,22183201,-1.15691737,0.6363715879042445,0.1783146780269006,-0.113132573,0.2392278662850814,0.5444609247983305,0.6841408073691055,0.4589035037946818,0.6684756042797253,0.668475616355527,4.277421909022527,3.032480771164992,1.138313034323026,5.609385426801008,-22965572.41,45931152.82293426,45931211.17533113,-1.259491106,5.372756310214551,2.317920686782564,1.754874459631009,213.7482144832611,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Lagos,2023,15992001,15945912,0.1816664223922384,0.1700265985187286,0.1262102944168188,-0.105869369,0.54529211060628,0.5315107567001581,0.6964219872060001,0.4310224281697058,0.696079058524321,0.6960836971730776,3.96453596318255,3.8149956656821913,1.4202079970873798,7.049499385094785,-22154033.57,44308075.1459552,44308133.49635207,-1.255669929,4.930593432018264,2.2204939612658854,1.6682282182648966,154.37751293182373,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Onitsha,2023,15992001,1623382,0.6922189851191106,0.072303195972174,-0.414324562,-0.058371792,0.6664603691138844,0.397875627138554,0.8259225341897152,0.2474088750062409,0.8344490473706199,0.8344430374616515,2.57192942298954,11.9604891893941,4.452515215257192,22.097508956985493,-11869160.08,23738328.168402184,23738386.51879905,-0.653872503,1.3496667478694346,1.161751586127359,0.6857048136139093,133.60672616958618,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Johannesburg,2023,15996000,6198016,-0.255711604,0.1164754753875597,-0.441251021,-0.037890415,0.4364181816448287,0.391442916501389,0.604268832369932,0.3402604433250279,0.6120663290822705,0.6120649611273203,3.1639865491064456,5.8295162654565535,2.180372663126021,10.779671574422702,-24222048.49,48444104.97242747,48444163.32382447,-1.267479794,3.906332818845108,1.976444489188884,1.5183344813174957,129.79289889335632,7,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kinshasa,2023,15992001,16315534,-0.114890783,0.4396670606097954,0.1375461364605563,-0.404864268,0.4713088573050892,0.5343324234208734,0.8243785591441438,0.1990649580832126,0.8291152558082006,0.8291653298877084,2.6337236427693465,3.778290434723216,1.4065247928361155,6.981108427656352,-11684375.16,23368758.314226944,23368816.664623816,-0.597770791,1.4339163781033482,1.1974624746117717,0.6758441893732478,148.18396425247192,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Luanda,2023,15992001,9292336,0.5677461649182849,0.2161389958546746,-0.561428496,-0.089796626,0.6382429519867815,0.3632169976761008,0.8382100070488405,0.2671816066458877,0.8404675562489022,0.8404696840350114,2.666781251335133,4.983938000307424,1.8554452171179576,9.209988686272675,-11937166.61,23874341.212873053,23874399.563269924,-0.700744403,1.474385167661675,1.214242631298076,0.6923592001169169,158.71023678779602,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Alexandria,2023,15999999,5588477,1.154952162643167,0.1795437541790532,0.074917711688224,-0.066144142,0.760414286877188,0.5187206726713063,0.9032648881039934,0.4200375195926784,0.8980709311294331,0.8980709207133978,3.933761531457233,6.010163133450473,2.2592172985378487,11.119409351500678,-9132763.086,18265534.171014667,18265592.52341154,-0.733361589,1.9016970703651896,1.3790203299317925,0.7036070899677838,145.31247973442078,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Nairobi,2023,15988002,5325160,-0.006626608,0.1971779476056454,-0.286609551,-0.102533764,0.4983433541498742,0.4288341069216003,0.7856521856412577,0.275778572326976,0.786174845362166,0.7861589269713579,2.826163175557978,6.621129845887944,2.464806305165728,12.232088770590574,-15116755.65,30233519.297793645,30233577.647190142,-0.82185202,2.061149418139108,1.435670372383267,0.8926597418880716,125.95990467071532,8,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Dar es Salaam,2023,15992001,7775865,0.181684869946058,0.1558614725952082,-0.208455477,-0.182283896,0.5452966846480571,0.4480740259294438,0.7374758798451554,0.2307712044227113,0.7584489270604723,0.758450489912042,2.517122306255558,5.461295432095073,2.0330833115689235,10.08996955866684,-15348246.4,30696500.79153817,30696559.141935047,-0.73596041,1.7342364658985434,1.3169041217562285,0.8799244234303909,132.8541967868805,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kisumu,2023,15992001,392258,1.619428972661731,0.0248951680541025,-1.134656024,-0.039591602,0.8347163631046255,0.2433028720123157,0.9026405955992032,0.1090228616346877,0.9338242287503608,0.9337755785968744,1.6673668574473937,24.4017697539825,9.08389212406588,45.08697857714908,-5074140.967,10148289.934941247,10148348.28533812,-0.302339904,0.2614863348693939,0.5113573455709753,0.2005450566319784,142.11964440345764,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Accra,2023,15992001,2660072,0.1213099030714891,0.0864238515255947,-0.099548255,-0.068905841,0.5302903385898953,0.4751334680537863,0.7169212867414297,0.3221928039428968,0.7220577962695225,0.7220600434014162,3.118967290699443,9.348474271330511,3.480128770787607,17.274536895399255,-18662293.53,37324595.05707108,37324653.40746795,-0.974582341,2.9360659224814163,1.7134952356167834,1.2195249472269811,137.05050349235535,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kano,2023,15992001,4348481,-1.805221332,0.5628327220200344,-0.356226494,-0.145666446,0.1412166633385538,0.4118733313530572,0.9067661278704732,0.1958923562237601,0.8463109775943611,0.846346486958526,2.668598072662692,7.249036252985225,2.699084666402747,13.393498364147929,-9556552.1,19113112.199806936,19113170.550203808,-0.392789224,1.057073085692965,1.028140596267342,0.5000001501119359,164.23098373413086,12,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Algiers,2023,15996000,2901810,0.4640208679534743,0.170605652984392,-0.672426856,0.0140826135114245,0.6139676032457227,0.3379536403880074,0.863850583518236,0.3639604149842999,0.8548693423355839,0.854874425054537,3.296061184315381,8.110083063993851,3.0775307149187925,15.021599016970097,-11358433.01,22716874.01781649,22716932.369213488,-0.714468637,1.8672743415425823,1.3664824702653826,0.790866792257833,145.6645097732544,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kampala,2023,15992001,3846102,-1.459899771,0.3311805667541104,-0.413128299,-0.105277302,0.1884826553842451,0.3981622514829018,0.7541604916364383,0.2255635034734524,0.7416023798397712,0.7416128969979583,2.581133486355645,7.792806437158697,2.9009786800200987,14.398618313185846,-15281027.45,30562062.89714577,30562121.24754265,-0.672357507,1.6769946146240735,1.2949882681414815,0.8209921224977221,134.3576967716217,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Addis Ababa,2023,15992001,5460591,-1.216831075,0.4459862512299247,-0.214995103,-0.107102072,0.2284946032389973,0.4464573070692993,0.8431621559375029,0.2867693336513808,0.8043331162873238,0.8043332588473211,3.092420676199744,6.499702471005886,2.4197550605507763,12.011126030512791,-13263156.92,26526321.8372665,26526380.187663373,-0.677727654,1.9494185003141344,1.396215778565095,0.807915661706352,151.00837635993958,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Cape Town,2023,15999999,4890280,0.7879336858112926,0.1392624625833363,-0.511422344,-0.005200526,0.6873874807496799,0.3748601542226001,0.8417128180650385,0.3671646172962874,0.8393213649575854,0.8393143771882988,3.366203423137334,6.341222123525911,2.393278679595088,11.738060220732706,-12671453.96,25342915.915485576,25342974.267882448,-0.796682398,2.1807542940829507,1.4767377201395482,0.8952901799037237,146.0425510406494,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Ibadan,2023,15992001,3874908,-2.093126881,0.4332530112220201,-0.226278452,-0.136138599,0.1097666489612828,0.4436705302895396,0.7784463849597733,0.2177451913246759,0.7450978773700677,0.7452146674522111,2.695202010600052,7.731654019791248,2.8782947496391365,14.287279048021544,-14474135.83,28948279.655866787,28948338.00626366,-0.594424419,1.664834118147426,1.2902845105430918,0.7873116034030723,150.93978309631348,11,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Dakar,2023,15996000,3429536,1.335199618477946,0.129824921486497,0.0425838508475765,-0.063511813,0.7916994120199548,0.5106443542350552,0.9160116879922752,0.3838782601509642,0.9120258814703676,0.912025732421472,3.6587347946396975,8.119795856332814,3.0240633509501142,15.003516060967488,-7786083.807,15572175.614922302,15572233.966319298,-0.634353054,1.4272345787482656,1.194669234034369,0.5761551733754631,140.63808679580688,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kumasi,2023,15992001,3768239,-1.611554933,0.3910047625239326,-0.421633652,-0.097236605,0.1663728434201147,0.3961258976381716,0.8109681255826462,0.2342327196329474,0.7769469874345305,0.7769323666050845,2.6762774651646284,7.846114241293318,2.9208786659901644,14.498695493024318,-13545298.59,27090605.17172829,27090663.52212517,-0.595878682,1.5783444323425906,1.2563217869409853,0.7486496638818342,142.208988904953,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Maputo,2023,15996000,1162793,0.6719650053505768,0.0662605776733059,-0.643101716,-0.066082352,0.6619430170422066,0.3445457290953045,0.8270040711402552,0.1775146635817341,0.8504136659164792,0.8504450692139527,2.1059678207342665,13.470702824611486,5.037523484847372,24.90384047459373,-10268313.26,20536634.5231423,20536692.874539297,-0.521194191,0.8572756447260683,0.9258918104865538,0.5165339506348535,163.40674471855164,11,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Ouagadougou,2023,15992000,3203923,-1.409001717,0.4009033924961057,-0.458453952,-0.161319192,0.1963915595349458,0.3873526535510957,0.8780815980641601,0.1394466858739974,0.8477886443221611,0.8479302232077877,2.2575340034607363,8.439412890144288,3.142416760143661,15.592407413788264,-9158891.497,18317790.99379348,18317849.344190106,-0.342748942,0.8359892551789393,0.914324480246996,0.4495624481482485,172.24513745307922,13,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Harare,2023,15996000,1578128,-0.155630931,0.1635021958489141,-0.770282133,-0.037746518,0.4611706093612319,0.3164180784860244,0.8564764630136517,0.2281815997567768,0.8480368842210553,0.8480212135006323,2.425453821413673,11.877263884910931,4.425831763909103,21.948397130240515,-10725683.27,21451374.54210703,21451432.893504027,-0.573630635,1.1322979181954074,1.0640948821394676,0.574851762183351,166.27851486206055,12,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Mumbai,2016,15996000,19534652,1.2354991013751762,0.3705027975838255,-0.426219564,-0.020233006,0.7747795961388863,0.3950294251345743,0.922892311075233,0.37887938695222,0.9172771317829458,0.917279308070527,3.4798218003604804,3.365184985051706,1.2543224830833644,6.219168226906623,-7615036.569,15230081.137213863,15230139.488610862,-0.668217716,1.3047520916029531,1.1422574541682593,0.5169518167612471,149.14425373077393,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Manila,2016,15992001,13064268,-0.784696638,0.3890339540646603,0.3210353238013171,-0.135278684,0.3133085368930548,0.5795765477502015,0.6971648528360046,0.4398488020028683,0.6858326234471847,0.6858345503316593,4.169654061918747,4.160382230891442,1.5494313271277518,7.687409047267259,-21957965.94,43915939.88474505,43915998.23514192,-1.206091426,5.057224251023468,2.2488273057359183,1.6851006976590288,129.68893384933472,8,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Dhaka,2016,15996000,18234249,-0.373057993,0.5697510128980676,-0.258008416,-0.160102618,0.4078023097525323,0.4358533464912265,0.829387766860234,0.3084895449414381,0.8120271942985746,0.8120174294683707,3.1166071850826773,3.4301868857361435,1.2809582506259638,6.341513236405132,-13834140.97,27668289.93138193,27668348.282778926,-0.789578911,2.0948109948032525,1.447346190378533,0.8544078365257032,151.52718305587769,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Kolkata,2016,15996000,14508143,-1.231792101,0.5065388145768495,0.1082022997353956,-0.263393678,0.2258679199827986,0.5270242140431335,0.6734844737738055,0.2872499730845513,0.6721557889472368,0.6721333372196059,3.0934410155531946,3.861065503015758,1.4410259307807944,7.137127490673731,-20018107.31,40036222.61579582,40036280.967192814,-0.97812621,2.894808078175773,1.7014135529540644,1.19285118880041,146.87496781349182,10,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Bangkok,2016,15996000,9647526,-1.223702894,0.2297185142064896,-0.1698619,-0.032384505,0.2272854665838914,0.4576363362443321,0.4726782368647278,0.4189826741464725,0.4780735808952238,0.4780732485986227,3.824018129692702,4.850749083023213,1.8063849059166133,8.963509665494604,-31201454.71,62402917.42095205,62402975.772349045,-1.818000414,6.106505176420953,2.4711343906030185,2.0423912258470622,138.91766095161438,7,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Karachi,2016,15999999,14650981,-0.496694895,0.5047448110432989,-0.005699389,-0.076676883,0.3783176944862748,0.4985751566203506,0.8064702421334463,0.4260543276795557,0.7852268615766789,0.7852263674924467,3.991351338767362,3.8116897179777776,1.4243811144707976,7.046555090796198,-15889748.88,31779505.76321137,31779564.11560824,-0.909045803,3.4672542092935057,1.8620564463231253,1.239074183475613,150.17307543754578,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Bangalore,2016,15996000,10556789,-1.805427273,0.6258729699987903,-0.054771427,-0.148405291,0.1411916898818827,0.4863105653382631,0.750533271342438,0.3221204152121663,0.7168074518629658,0.7168179832371776,3.3421681661687948,4.644529864733534,1.729464576380668,8.582418685369163,-17869708.07,35739424.13164166,35739482.48303866,-0.874567548,2.8230682816114694,1.6801988815647595,1.1067071996565965,137.95448088645935,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Ho Chi Minh City,2016,15992001,7604915,-0.704309001,0.2632194264975167,0.2302768535771419,-0.096700354,0.330857560275119,0.5573161595729255,0.6773457622546158,0.4253338621573584,0.6698259961339422,0.6698232712907536,4.013456643125006,5.493172031388155,2.045169681529692,10.149790608219588,-23466800.98,46933609.9601589,46933668.31055577,-1.313423496,5.109318150904812,2.260380089919572,1.6854779505963615,141.40813899040222,8,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Chennai,2016,15992001,9929919,-0.143932219,0.3122653872327869,-0.045753529,-0.120627426,0.4640789369657664,0.488563612667055,0.7942855436246768,0.349048391022361,0.7844596182804141,0.7844551373460358,3.412296535865912,4.787229806984891,1.7826086808296548,8.846037862085941,-15528890.31,31057788.628006,31057846.978402864,-0.863068223,2.68636494770253,1.6390134068098805,1.077270730517128,124.68732237815856,8,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
Hyderabad,2016,15996000,8951161,-1.558280699,0.5433757473541289,-0.08681039,-0.107500118,0.1738934940326993,0.478311021600159,0.7603910578146579,0.3489712041805027,0.7276118404601151,0.7276135925896036,3.481166807164639,4.993055681220109,1.8603859762150985,9.227590852413336,-17573320.02,35146648.04863064,35146706.40002763,-0.875973645,2.9371558523951227,1.713813248984592,1.1545262030420909,136.2967221736908,9,TRUE,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH
